Position,Wild,Mut,Miss
2,65,1,0
35,65,1,0
53,65,1,0
131,62,4,0
201,65,1,0
255,62,3,1
300,64,1,1
302,65,1,0
305,65,1,0
314,63,3,0
398,65,1,0
452,65,1,0
497,65,1,0
498,65,1,0
595,65,1,0
640,65,1,0
647,65,1,0
653,65,1,0
695,65,1,0
752,65,1,0
753,64,1,1
825,65,1,0
943,65,1,0
973,65,1,0
1129,65,1,0
1352,64,1,1
1392,59,1,6
1540,65,1,0
1744,65,1,0
1837,65,1,0
1990,65,1,0
2018,63,3,0
2052,63,1,2
2114,65,1,0
2148,65,1,0
2276,65,1,0
2277,65,1,0
2322,65,1,0
2351,62,4,0
2377,65,1,0
2390,65,1,0
2460,65,1,0
2489,65,1,0
2591,65,1,0
2629,65,1,0
2653,65,1,0
2655,65,1,0
2662,65,1,0
2697,65,1,0
2698,64,1,1
2813,64,1,1
2816,65,1,0
3005,64,1,1
3148,64,1,1
3230,65,1,0
3254,65,1,0
3569,63,1,2
3664,65,1,0
3682,64,1,1
3690,65,1,0
3791,65,1,0
3842,64,1,1
4407,64,1,1
4586,65,1,0
4963,65,1,0
4965,65,1,0
5046,64,1,1
5423,65,1,0
5871,65,1,0
5957,65,1,0
6117,64,1,1
6128,64,1,1
6162,65,1,0
6601,65,1,0
6716,65,1,0
6723,65,1,0
6775,65,1,0
7055,65,1,0
7241,65,1,0
7279,63,1,2
7514,65,1,0
7558,65,1,0
7559,63,1,2
7562,64,1,1
7612,64,1,1
7643,64,1,1
7763,63,1,2
7768,64,2,0
7782,3,58,5
7797,65,1,0
7878,65,1,0
8076,64,1,1
8080,65,1,0
8273,65,1,0
8276,65,1,0
8320,65,1,0
8337,65,1,0
8339,65,1,0
8413,64,1,1
8502,65,1,0
8576,64,1,1
8619,65,1,0
8621,64,1,1
8706,65,1,0
8994,65,1,0
9153,65,1,0
9533,65,1,0
9600,65,1,0
9648,64,1,1
9661,65,1,0
9668,65,1,0
9689,65,1,0
9690,64,1,1
9691,65,1,0
9703,65,1,0
9729,65,1,0
9743,65,1,0
9756,65,1,0
9766,65,1,0
9847,65,1,0
10059,64,1,1
10092,65,1,0
10231,63,1,2
10654,65,1,0
10658,65,1,0
10804,65,1,0
10831,65,1,0
10894,64,1,1
11104,65,1,0
11114,65,1,0
11135,65,1,0
11163,65,1,0
11190,65,1,0
11244,65,1,0
11262,64,1,1
11340,62,3,1
11377,65,1,0
11490,65,1,0
11492,65,1,0
11965,63,1,2
12349,65,1,0
12359,64,1,1
12518,65,1,0
12562,65,1,0
12576,65,1,0
12605,65,1,0
12622,65,1,0
12649,65,1,0
12652,65,1,0
12710,65,1,0
12775,65,1,0
13150,65,1,0
13487,65,1,0
13664,63,1,2
13686,65,1,0
14000,65,1,0
14105,65,1,0
14241,65,1,0
14309,65,1,0
14645,64,1,1
14699,64,1,1
14752,65,1,0
14907,64,1,1
15045,65,1,0
15073,63,1,2
15529,65,1,0
15814,65,1,0
15821,65,1,0
15895,64,1,1
16526,65,1,0
16639,65,1,0
17414,65,1,0
17432,63,1,2
17477,64,1,1
17537,65,1,0
17600,65,1,0
17867,64,1,1
18007,65,1,0
18075,64,1,1
18095,64,1,1
18460,63,1,2
18546,64,1,1
19248,62,1,3
19313,65,1,0
19413,65,1,0
19498,65,1,0
19518,64,1,1
19520,65,1,0
19532,64,2,0
19690,65,1,0
19694,65,1,0
19698,65,1,0
19923,65,1,0
19928,65,1,0
20279,65,1,0
20289,65,1,0
20318,58,6,2
20509,64,2,0
20600,64,1,1
20691,64,1,1
20774,65,1,0
20871,65,1,0
20884,64,1,1
20902,64,1,1
20918,65,1,0
20947,64,1,1
21008,65,1,0
21046,65,1,0
21095,65,1,0
21118,65,1,0
21119,38,27,1
21159,65,1,0
21260,64,1,1
21370,64,1,1
21671,63,1,2
21835,64,1,1
21851,65,1,0
22074,65,1,0
22488,65,1,0
22534,65,1,0
22895,65,1,0
23123,65,1,0
23214,65,1,0
23628,65,1,0
23632,64,1,1
23662,65,1,0
23688,65,1,0
23730,65,1,0
23732,65,1,0
23805,64,1,1
23828,65,1,0
23988,65,1,0
24058,64,1,1
24182,65,1,0
24195,65,1,0
24213,1,61,4
24317,65,1,0
24360,65,1,0
24756,63,1,2
24777,65,1,0
24935,65,1,0
25178,64,1,1
25217,65,1,0
25258,65,1,0
25373,65,1,0
25394,64,1,1
25395,65,1,0
25399,64,1,1
25405,65,1,0
25448,64,1,1
25482,64,1,1
25483,65,1,0
25965,64,1,1
25983,65,1,0
25998,1,65,0
26047,65,1,0
26102,64,1,1
26190,65,1,0
26267,65,1,0
26372,65,1,0
26403,65,1,0
26404,65,1,0
26428,65,1,0
26783,65,1,0
26816,65,1,0
27420,65,1,0
27423,64,1,1
27511,65,1,0
27655,64,1,1
27656,64,1,1
27667,63,1,2
28026,63,1,2
28038,65,1,0
28582,65,1,0
28681,65,1,0
29081,64,1,1
29174,65,1,0
29175,65,1,0
29186,65,1,0
29188,65,1,0
29552,65,1,0
29577,65,1,0
29662,65,1,0
29852,63,1,2
30278,65,1,0
30323,65,1,0
30359,64,2,0
30371,64,1,1
30606,65,1,0
30607,65,1,0
30621,61,1,4
30636,64,1,1
30849,65,1,0
30897,65,1,0
30998,65,1,0
31001,65,1,0
31096,64,1,1
31249,64,1,1
31273,65,1,0
31396,64,1,1
31538,65,1,0
31580,1,65,0
31605,65,1,0
31624,65,1,0
31646,65,1,0
31678,65,1,0
31691,65,1,0
31751,65,1,0
31774,65,1,0
31777,64,1,1
31790,65,1,0
31793,65,1,0
31796,65,1,0
31804,65,1,0
31808,65,1,0
31814,64,2,0
31940,65,1,0
32059,65,1,0
32137,64,1,1
32331,65,1,0
32407,64,1,1
32581,65,1,0
32631,65,1,0
33206,65,1,0
33218,64,1,1
33495,63,1,2
33508,65,1,0
33616,64,1,1
33645,65,1,0
33711,64,1,1
33770,65,1,0
34023,65,1,0
34174,65,1,0
34206,65,1,0
34227,65,1,0
34253,65,1,0
34407,65,1,0
34432,65,1,0
34434,65,1,0
34444,65,1,0
34445,65,1,0
34461,65,1,0
34533,64,1,1
34563,65,1,0
34571,65,1,0
34582,65,1,0
34624,65,1,0
34734,65,1,0
34738,65,1,0
34810,65,1,0
34834,63,1,2
35041,59,6,1
35083,62,4,0
35095,65,1,0
35106,64,2,0
35369,65,1,0
35492,62,1,3
35529,64,1,1
35610,65,1,0
35615,65,1,0
35640,65,1,0
35641,65,1,0
35659,65,1,0
35682,64,2,0
35689,65,1,0
35694,65,1,0
35716,64,1,1
35722,65,1,0
35726,65,1,0
35736,65,1,0
35753,65,1,0
35909,65,1,0
35911,64,1,1
36111,65,1,0
36130,59,4,3
36238,2,61,3
36375,65,1,0
36376,65,1,0
36378,65,1,0
36523,65,1,0
36582,63,3,0
36703,65,1,0
36797,63,3,0
37104,65,1,0
37109,65,1,0
37131,65,1,0
37184,65,1,0
37383,62,1,3
37388,64,1,1
37700,63,1,2
37782,63,1,2
37867,65,1,0
37896,65,1,0
37925,65,1,0
37929,63,3,0
37996,65,1,0
38000,65,1,0
38011,65,1,0
38032,65,1,0
38113,64,1,1
38128,65,1,0
38210,65,1,0
38437,65,1,0
38572,58,4,4
38658,65,1,0
38670,65,1,0
38682,65,1,0
38685,65,1,0
38703,65,1,0
38949,63,2,1
38980,65,1,0
38994,65,1,0
39029,65,1,0
39034,65,1,0
39260,65,1,0
39279,65,1,0
39288,65,1,0
39302,65,1,0
39511,65,1,0
39646,65,1,0
39804,65,1,0
39930,64,1,1
39936,64,1,1
39939,61,4,1
40114,65,1,0
40149,65,1,0
41425,65,1,0
41526,64,2,0
41541,65,1,0
41543,65,1,0
41707,65,1,0
42006,64,1,1
42259,63,1,2
42260,64,1,1
42372,65,1,0
42596,65,1,0
42845,2,60,4
42850,64,1,1
42873,65,1,0
42896,65,1,0
43076,65,1,0
43098,65,1,0
43100,65,1,0
43160,65,1,0
43282,65,1,0
43289,64,1,1
43297,64,1,1
43371,65,1,0
43443,65,1,0
43464,65,1,0
43469,62,2,2
43568,65,1,0
43580,65,1,0
43582,65,1,0
43595,65,1,0
43599,65,1,0
43603,65,1,0
43640,65,1,0
43711,65,1,0
43831,65,1,0
43950,64,1,1
43969,65,1,0
43994,65,1,0
44001,65,1,0
44012,65,1,0
44052,65,1,0
44087,65,1,0
44140,65,1,0
44170,65,1,0
44187,65,1,0
44215,65,1,0
44229,65,1,0
44274,65,1,0
44285,65,1,0
44411,65,1,0
44433,65,1,0
44629,65,1,0
44650,65,1,0
44657,65,1,0
44683,65,1,0
44686,65,1,0
44691,63,1,2
44707,65,1,0
44713,64,1,1
44714,65,1,0
44865,65,1,0
45104,65,1,0
45108,65,1,0
45137,65,1,0
45142,65,1,0
45155,65,1,0
45156,65,1,0
45167,65,1,0
45288,63,1,2
45498,65,1,0
45775,65,1,0
45776,65,1,0
45789,65,1,0
45790,65,1,0
45839,65,1,0
45843,65,1,0
45863,65,1,0
46180,65,1,0
46184,62,2,2
46187,65,1,0
46202,65,1,0
46274,65,1,0
46282,65,1,0
46290,65,1,0
46291,65,1,0
46306,65,1,0
46327,65,1,0
46375,64,1,1
46394,65,1,0
46530,65,1,0
46567,65,1,0
46581,60,6,0
46673,65,1,0
46674,65,1,0
46801,65,1,0
46831,64,1,1
46894,65,1,0
46899,64,1,1
46932,65,1,0
46933,65,1,0
47002,65,1,0
47036,65,1,0
47199,65,1,0
47226,65,1,0
47289,65,1,0
47307,63,2,1
47309,65,1,0
47315,65,1,0
47316,65,1,0
47375,65,1,0
47484,65,1,0
47519,62,4,0
47560,65,1,0
47581,65,1,0
47585,65,1,0
47594,65,1,0
47785,63,1,2
47830,65,1,0
47868,63,1,2
48172,63,1,2
48223,59,1,6
48969,65,1,0
49241,65,1,0
49245,65,1,0
49253,65,1,0
49254,65,1,0
49272,65,1,0
49282,65,1,0
49301,65,1,0
49325,65,1,0
49365,64,1,1
49418,65,1,0
49422,65,1,0
49436,65,1,0
49442,65,1,0
49467,65,1,0
49475,60,6,0
49513,65,1,0
49514,65,1,0
49516,65,1,0
49529,65,1,0
49539,65,1,0
49543,65,1,0
49544,65,1,0
49555,65,1,0
49558,65,1,0
49563,65,1,0
49565,65,1,0
49600,63,1,2
49645,62,1,3
49652,65,1,0
49852,65,1,0
49857,64,1,1
49880,64,1,1
49940,65,1,0
49951,65,1,0
49967,65,1,0
49969,65,1,0
49993,65,1,0
50004,64,1,1
50024,65,1,0
50080,65,1,0
50081,65,1,0
50084,65,1,0
50096,65,1,0
50108,65,1,0
50111,65,1,0
50122,65,1,0
50128,65,1,0
50129,65,1,0
50130,65,1,0
50132,65,1,0
50136,65,1,0
50145,63,1,2
50162,65,1,0
50168,1,61,4
50170,65,1,0
50192,65,1,0
50200,65,1,0
50201,65,1,0
50232,65,1,0
50236,65,1,0
50286,64,1,1
50321,65,1,0
50546,63,1,2
50591,65,1,0
50749,65,1,0
50758,65,1,0
50760,65,1,0
50803,64,1,1
50830,65,1,0
50862,65,1,0
50886,64,1,1
51008,1,64,1
51062,65,1,0
51100,64,1,1
51144,63,3,0
51351,65,1,0
51362,65,1,0
51801,65,1,0
51871,65,1,0
51989,65,1,0
52092,65,1,0
52167,65,1,0
52178,65,1,0
52187,65,1,0
52273,65,1,0
52285,65,1,0
52328,65,1,0
52331,64,1,1
52361,65,1,0
52397,65,1,0
52508,65,1,0
52587,65,1,0
52643,65,1,0
52646,64,1,1
52677,65,1,0
52685,65,1,0
52692,1,63,2
52774,65,1,0
52775,65,1,0
52776,65,1,0
52780,65,1,0
52781,63,3,0
52784,65,1,0
52985,65,1,0
53022,65,1,0
53100,65,1,0
53128,65,1,0
53277,65,1,0
53325,65,1,0
53326,65,1,0
53422,65,1,0
53481,65,1,0
53545,65,1,0
53595,65,1,0
53972,65,1,0
53984,65,1,0
54150,65,1,0
54607,65,1,0
54630,65,1,0
