Position,Wild,Mut,Miss
180,76,1,3
191,78,1,1
216,77,1,2
235,78,1,1
261,78,1,1
273,79,1,0
330,79,1,0
365,77,1,2
389,77,2,1
449,77,1,2
532,77,1,2
917,79,1,0
1050,79,1,0
1223,79,1,0
1241,78,1,1
1272,79,1,0
1310,78,1,1
1406,73,6,1
1409,79,1,0
1513,75,1,4
1518,79,1,0
1583,79,1,0
1675,78,1,1
1888,79,1,0
1932,79,1,0
1939,78,1,1
1961,79,1,0
1981,78,1,1
2193,79,1,0
2308,78,1,1
2342,79,1,0
2444,78,1,1
2490,77,1,2
2636,79,1,0
2638,78,1,1
2815,9,71,0
2816,79,1,0
2818,79,1,0
3178,79,1,0
3218,79,1,0
3280,78,1,1
3427,79,1,0
3538,79,1,0
3542,79,1,0
3657,79,1,0
3795,79,1,0
3939,79,1,0
4447,79,1,0
4961,79,1,0
5064,78,1,1
5116,77,1,2
5216,78,1,1
5686,79,1,0
5752,79,1,0
5761,78,1,1
5776,79,1,0
5780,79,1,0
5861,78,1,1
5944,78,1,1
6394,79,1,0
6522,79,1,0
6538,79,1,0
6725,79,1,0
7184,79,1,0
7216,79,1,0
7339,78,2,0
7364,9,69,2
7368,79,1,0
7505,75,1,4
7561,79,1,0
7588,75,1,4
8017,79,1,0
8152,79,1,0
8397,79,1,0
8429,78,2,0
8529,68,12,0
8580,79,1,0
9389,79,1,0
9592,79,1,0
9834,79,1,0
9901,77,1,2
9999,79,1,0
10122,79,1,0
10176,79,1,0
10927,77,1,2
11102,77,2,1
11109,77,1,2
11111,76,1,3
11318,79,1,0
11691,79,1,0
11693,79,1,0
11694,78,1,1
11697,79,1,0
11698,79,1,0
11702,79,1,0
11706,78,1,1
11780,78,1,1
11796,79,1,0
11847,77,1,2
11914,79,1,0
11954,79,1,0
12179,79,1,0
12186,79,1,0
12234,79,1,0
12311,79,1,0
12510,79,1,0
12520,79,1,0
12529,78,1,1
12575,79,1,0
12623,79,1,0
12627,79,1,0
12720,78,2,0
12725,79,1,0
12763,79,1,0
12895,78,1,1
13021,78,1,1
