Position,Wild,Mut,Miss
50,366,1,0
58,365,1,1
73,363,1,3
196,365,1,1
202,363,1,3
392,348,1,18
394,312,1,54
407,364,1,2
440,364,1,2
476,361,1,5
529,366,1,0
930,365,1,1
1200,363,1,3
1244,364,1,2
1247,365,1,1
1272,365,1,1
1277,366,1,0
1279,363,1,3
1319,366,1,0
1333,366,1,0
1338,363,1,3
1427,366,1,0
1484,366,1,0
1539,366,1,0
1621,365,1,1
1636,362,1,4
1723,365,1,1
1739,361,1,5
1828,364,1,2
2011,362,2,3
2049,365,1,1
2052,366,1,0
2082,365,2,0
2113,365,1,1
2114,364,1,2
2153,365,1,1
2210,366,1,0
2226,366,1,0
2314,366,1,0
2448,364,1,2
2464,365,1,1
2550,365,1,1
2571,363,1,3
2588,364,1,2
2591,366,1,0
2602,366,1,0
2603,360,1,6
2605,366,1,0
2635,366,1,0
2653,366,1,0
2700,366,1,0
2827,356,1,10
2903,363,1,3
2991,363,4,0
3083,365,1,1
3126,365,1,1
3138,365,1,1
3159,364,3,0
3160,364,1,2
3189,366,1,0
3202,365,1,1
3306,364,1,2
3318,363,1,3
3321,366,1,0
3337,363,1,3
3412,365,1,1
3483,363,1,3
3499,364,1,2
3509,365,1,1
3544,366,1,0
3549,365,1,1
3553,366,1,0
3608,365,1,1
3611,365,1,1
3622,365,1,1
3624,365,1,1
3655,366,1,0
3660,365,1,1
3676,364,1,2
3683,366,1,0
3684,364,1,2
3688,366,1,0
3692,365,2,0
3696,366,1,0
3701,366,1,0
3711,365,1,1
3728,365,1,1
3732,344,9,14
3737,366,1,0
3757,364,1,2
3758,365,2,0
3762,364,1,2
3838,363,1,3
3861,365,1,1
3867,364,1,2
3898,366,1,0
3912,363,1,3
3954,364,1,2
3977,362,1,4
4098,365,1,1
4111,363,1,3
4140,366,1,0
4156,366,1,0
4182,366,1,0
4183,365,1,1
4199,365,2,0
4208,364,1,2
4225,365,1,1
4251,366,1,0
4263,364,1,2
4317,365,2,0
4340,363,1,3
4345,366,1,0
4693,366,1,0
4741,364,1,2
