Position,Wild,Mut,Miss
55,326,1,1
158,320,1,7
184,325,1,2
217,324,1,3
216,327,1,0
401,325,1,2
471,327,1,0
473,326,1,1
480,321,1,6
485,327,1,0
1175,324,1,3
1237,325,1,2
1299,327,1,0
1306,325,1,2
1342,323,2,3
1420,327,1,0
1421,323,1,4
1497,327,1,0
1498,327,1,0
1648,325,1,2
1755,326,1,1
1766,325,1,2
1779,325,1,2
1827,325,1,2
2021,325,1,2
2053,326,1,1
2060,215,111,2
2102,327,1,0
2115,326,1,1
2117,327,1,0
2132,322,1,5
2141,324,1,3
2140,324,1,3
2304,326,1,1
2371,323,5,0
2424,327,1,0
2441,327,1,0
2443,322,3,3
2479,319,1,8
2504,324,1,3
2530,324,1,3
2771,324,1,3
2959,326,1,1
2976,325,1,2
2994,320,1,7
3004,322,1,5
3009,325,1,2
3027,325,1,2
3044,326,1,1
3101,324,2,2
3126,325,1,2
3135,325,1,2
3183,321,1,6
3184,326,1,1
3191,323,1,4
3194,323,1,4
3263,321,2,5
3323,326,1,1
3372,324,1,3
3392,327,1,0
3464,325,1,2
3465,325,1,2
3467,318,9,1
3469,327,1,0
3473,324,1,3
3513,326,1,1
3518,327,1,0
3521,326,1,1
3524,327,1,0
3535,324,1,3
3546,323,1,4
3595,325,1,2
3603,326,1,1
3606,323,1,4
3617,327,1,0
3626,326,1,1
3673,326,1,1
3745,326,1,1
3768,324,1,3
3781,325,1,2
3789,326,1,1
3798,327,1,0
3817,327,1,0
3917,325,1,2
3926,327,1,0
3945,324,1,3
3949,326,1,1
3964,324,1,3
3965,326,1,1
3975,326,2,0
3991,322,4,2
4007,324,1,3
4031,322,1,5
4078,319,1,8
4192,327,1,0
4273,326,1,1
4494,323,3,2
4545,322,3,3
4694,325,1,2
4721,320,1,7
4872,324,1,3
4886,321,1,6
5111,324,1,3
5279,325,1,2
5314,326,1,1
5321,323,1,4
5336,323,1,4
5387,327,1,0
5434,324,1,3
5448,323,1,4
5601,324,1,3
5646,323,1,4
5752,325,1,2
6040,323,1,4
6073,327,1,0
6269,327,1,0
6275,326,1,1
6286,324,2,2
6374,327,1,0
6385,323,1,4
6375,325,1,2
6428,325,2,1
6494,326,1,1
6501,326,1,1
6588,324,1,3
6739,321,1,6
7333,322,1,5
7334,322,1,5
7557,324,1,3
7703,325,1,2
7866,325,1,2
7885,327,1,0
8103,325,1,2
8155,325,1,2
8186,326,1,1
8239,324,1,3
8281,323,1,4
8283,321,1,6
8517,325,1,2
8571,327,1,0
8583,326,1,1
8598,326,1,1
8613,325,1,2
8644,323,1,4
8672,325,1,2
8673,323,1,4
8720,325,1,2
8734,326,1,1
8774,325,1,2
8848,322,1,5
8870,326,1,1
8911,325,1,2
8912,325,1,2
8917,327,1,0
8918,326,1,1
8957,327,1,0
9003,324,1,3
9005,322,1,5
9018,324,3,1
9012,322,1,5
9084,325,1,2
9111,326,1,1
9151,314,1,13
9160,325,1,2
9179,323,1,4
9197,327,1,0
9239,325,1,2
9241,322,1,5
9246,326,1,1
9261,317,9,2
9511,327,1,0
9523,327,1,0
9677,326,1,1
9817,319,8,1
9975,322,1,5
9976,324,1,3
10123,321,1,6
10239,323,1,4
10273,323,1,4
10907,325,1,2
11057,324,1,3
11068,326,1,1
11100,325,1,2
11178,324,1,3
11286,326,1,1
11287,324,1,3
11309,322,1,5
11348,326,1,1
11349,324,1,3
11386,323,1,4
11429,324,2,2
11476,321,1,6
11704,327,1,0
11736,325,1,2
11746,325,1,2
11750,326,1,1
11832,327,1,0
11869,326,1,1
11880,324,1,3
12204,324,1,3
12214,326,1,1
12244,327,1,0
12290,326,2,0
12523,326,1,1
12529,319,1,8
12531,324,1,3
12579,325,1,2
12602,325,1,2
12820,324,1,3
12834,322,1,5
13316,327,1,0
13367,322,1,5
13527,327,1,0
13557,320,8,0
13592,327,1,0
13627,320,1,7
13737,326,1,1
13752,326,1,1
13814,308,1,19
13815,323,1,4
13824,325,2,1
13861,326,1,1
13862,323,1,4
13941,327,1,0
13946,325,1,2
14009,327,1,0
14034,218,110,0
14133,325,2,1
14050,327,1,0
14063,326,1,1
14069,323,1,4
14161,326,1,1
14187,324,1,3
14291,323,1,4
14311,326,1,1
14325,327,1,0
14342,325,1,2
14623,326,1,1
14655,325,1,2
14671,324,1,3
14682,326,1,1
14727,312,15,1
14728,324,1,3
14732,326,1,1
14774,309,10,9
14791,326,1,1
14793,326,1,1
14804,320,1,7
14810,325,1,2
14829,322,1,5
15019,327,1,0
15056,327,1,0
15070,326,1,1
15108,324,1,3
15131,323,1,4
15458,325,1,2
15480,327,1,0
15564,297,1,30
15596,326,1,1
15675,320,1,7
15730,323,4,1
15752,323,1,4
15756,326,1,1
15775,327,1,0
15818,324,1,3
15839,326,1,1
15840,324,1,3
15858,327,1,0
15860,325,1,2
15879,325,1,2
15884,323,1,4
16014,323,1,4
16037,324,1,3
16088,325,1,2
16146,324,1,3
16204,324,1,3
16273,323,1,4
16352,326,1,1
16605,323,1,4
16747,323,1,4
16796,325,1,2
16798,327,1,0
16856,324,1,3
16927,326,1,1
17038,326,1,1
17287,323,1,4
17300,324,3,1
17313,326,1,1
17534,327,1,0
17743,324,1,3
17780,324,1,3
18057,323,1,4
18110,325,1,2
18338,326,1,1
18597,325,1,2
18602,325,1,2
18703,322,1,5
18779,318,1,9
19290,324,1,3
19361,325,2,1
19364,326,1,1
20065,321,1,6
20069,321,1,6
20070,321,6,1
20071,319,1,8
20443,326,1,1
20496,326,1,1
20685,325,1,2
20700,326,1,1
20891,326,1,1
21004,325,1,2
21063,321,1,6
21064,325,1,2
21134,325,1,2
21151,327,1,0
21992,326,1,1
22025,327,1,0
22028,326,2,0
22049,324,1,3
22077,296,32,0
22084,323,1,4
22086,326,1,1
22152,326,1,1
22169,327,1,0
22251,325,1,2
22347,322,1,5
22377,326,1,1
22437,318,1,9
22830,325,1,2
22890,322,1,5
23578,323,2,3
23700,324,1,3
23768,324,1,3
23771,327,1,0
23786,325,1,2
23788,326,1,1
23789,326,1,1
23886,322,1,5
24073,321,1,6
24426,320,6,2
24433,321,1,6
24753,326,1,1
24760,323,1,4
24823,323,1,4
24839,324,1,3
24868,325,1,2
25095,326,1,1
25106,326,1,1
25124,325,1,2
25223,322,1,5
25227,327,1,0
25244,324,1,3
25374,321,4,3
25375,323,1,4
25459,324,1,3
